R	B	G
174	196	217	
172	194	217	
168	192	216	
164	188	214	
160	183	214	
156	179	210	
156	176	209	
156	176	209	
155	175	208	
150	173	205	
145	170	201	
139	165	198	
131	162	193	
125	160	192	
107	145	181	
99	141	179	
89	137	177	
80	133	175	
74	131	174	
69	130	174	
66	128	175	
61	128	173	
61	128	171	
56	125	167	
52	121	163	
52	121	163	
55	122	165	
57	124	169	
56	123	168	
55	122	167	
56	120	168	
61	125	173	
60	124	172	
53	117	165	
50	113	164	
53	116	167	
54	117	168	
49	115	165	
54	121	173	
53	120	172	
54	122	171	
58	126	173	
59	125	173	
58	125	168	
63	127	171	
71	133	174	
80	138	178	
81	135	173	
84	133	173	
91	137	173	
101	143	181	
110	148	185	
115	151	187	
116	150	187	
138	159	190	
138	159	190	
139	160	191	
140	161	192	
140	161	192	
139	160	191	
139	160	191	
138	159	190	
138	159	190	
137	158	189	
136	157	188	
135	156	187	
136	157	188	
137	158	189	
139	160	191	
140	161	190	
138	157	187	
138	158	185	
138	158	185	
138	158	185	
137	158	185	
137	158	185	
137	158	185	
137	158	185	
136	160	186	
136	160	186	
136	160	186	
137	161	187	
136	162	187	
137	163	188	
137	163	188	
136	163	190	
133	163	191	
133	163	191	
133	163	191	
131	162	191	
131	162	191	
131	162	191	
130	161	190	
128	161	192	
125	158	189	
125	158	189	
125	158	191	
123	158	190	
122	157	189	
120	155	187	
119	154	186	
117	153	189	
106	145	184	
105	147	187	
107	149	189	
107	149	189	
106	148	188	
104	146	186	
101	143	183	
99	141	181	
99	141	181	
98	140	180	
97	139	179	
97	139	179	
98	140	180	
100	142	182	
103	145	185	
107	146	189	
113	147	193	
115	147	194	
116	149	194	
116	149	194	
115	148	193	
112	147	189	
110	145	187	
109	144	184	
111	146	186	
109	147	184	
109	147	184	
110	148	184	
111	149	185	
111	152	184	
112	153	185	
112	152	187	
115	150	188	
116	151	191	
117	152	192	
113	151	190	
111	148	190	
109	148	189	
109	148	191	
109	151	193	
103	146	189	
99	143	188	
96	140	185	
93	140	186	
93	140	186	
92	140	188	
90	138	186	
87	138	185	
89	141	188	
88	142	186	
88	142	186	
85	142	185	
84	141	184	
83	140	183	
81	138	181	
79	138	180	
77	136	178	
77	136	178	
76	135	177	
74	136	177	
73	135	176	
72	134	175	
72	134	175	
71	132	176	
73	134	179	
73	134	179	
73	134	179	
72	133	178	
70	131	176	
66	128	175	
64	126	173	
61	125	171	
64	126	175	
63	127	175	
61	125	173	
58	124	172	
58	124	174	
58	124	174	
58	124	174	
58	124	174	
55	121	173	
53	120	172	
51	118	170	
47	117	168	
47	117	168	
46	118	166	
47	119	167	
48	120	168	
47	119	167	
47	120	165	
49	117	164	
50	118	165	
55	119	167	
58	122	170	
63	125	174	
65	127	176	
74	136	185	
77	138	185	
84	137	187	
87	139	187	
90	138	186	
89	137	183	
86	137	180	
84	137	177	
82	142	179	
82	144	181	
80	144	180	
78	140	179	
78	136	176	
84	139	180	
97	145	191	
109	152	195	
126	162	198	
131	164	197	
137	167	201	
140	170	204	
141	172	203	
142	173	204	
147	174	204	
149	176	206	
150	175	205	
150	176	203	
151	175	203	
151	175	201	
154	176	200	
155	177	201	
156	178	202	
157	178	205	
155	174	206	
155	174	207	
155	174	207	
155	174	206	
157	176	206	
159	179	206	
161	178	204	
161	179	203	
157	175	197	
166	184	204	
177	194	214	
181	198	216	
184	201	219	
188	205	221	
189	205	221	
185	202	218	
182	201	218	
181	200	217	
179	198	215	
180	199	216	
182	201	216	
183	202	217	
181	203	217	
180	202	216	
178	201	217	
177	200	216	
174	196	217	
170	192	215	
164	188	212	
160	184	210	
157	180	211	
155	178	209	
154	174	207	
152	172	205	
147	170	202	
147	170	202	
147	171	205	
141	170	202	
132	165	198	
124	160	194	
110	150	186	
94	139	178	
78	130	170	
72	129	172	
69	130	175	
64	131	176	
62	130	179	
60	131	177	
54	125	169	
54	125	169	
54	125	169	
53	124	168	
55	123	168	
55	123	170	
54	122	169	
54	122	169	
56	122	172	
55	121	171	
54	120	170	
54	120	170	
55	118	169	
54	117	168	
53	116	169	
51	117	169	
47	117	168	
49	119	170	
52	122	171	
55	126	172	
60	128	175	
64	131	174	
68	132	176	
70	133	174	
75	134	174	
83	139	176	
93	142	182	
103	149	185	
108	150	188	
113	151	188	
115	151	187	
116	150	187	
140	161	192	
140	161	192	
141	162	193	
141	162	193	
142	163	194	
141	162	193	
140	161	192	
140	161	192	
137	158	189	
137	158	189	
136	157	188	
136	157	188	
136	157	188	
137	158	189	
139	160	191	
140	161	190	
139	159	186	
139	159	186	
139	159	186	
139	159	186	
138	159	186	
138	159	186	
138	159	186	
138	159	186	
136	160	186	
136	160	186	
136	160	186	
137	161	187	
136	162	187	
136	162	187	
137	163	188	
136	164	188	
135	162	189	
133	163	191	
132	162	190	
132	162	190	
132	161	191	
130	161	190	
130	161	190	
130	161	190	
129	160	191	
127	160	191	
127	160	191	
126	159	192	
126	159	192	
123	158	190	
122	157	189	
120	156	190	
111	151	187	
110	152	190	
113	152	193	
111	153	191	
112	151	192	
108	150	188	
108	147	188	
104	146	184	
103	142	183	
100	142	180	
101	140	181	
99	141	179	
102	141	182	
102	144	182	
106	145	186	
109	146	188	
115	148	193	
116	147	193	
116	149	194	
116	149	192	
115	148	191	
114	147	188	
111	146	186	
110	145	185	
110	145	183	
111	146	184	
110	148	184	
112	150	186	
113	152	185	
113	152	185	
112	153	185	
113	151	187	
113	148	186	
114	149	189	
115	150	190	
111	149	188	
109	146	188	
108	145	187	
107	146	189	
108	147	190	
105	146	190	
102	145	188	
99	142	187	
97	141	186	
97	141	188	
95	142	188	
93	139	188	
91	139	185	
91	142	187	
91	142	185	
90	143	187	
90	143	185	
89	142	186	
88	141	183	
86	140	184	
85	140	181	
84	138	182	
84	139	180	
82	139	182	
82	140	180	
81	138	181	
80	138	178	
79	136	179	
78	135	178	
79	136	181	
79	135	182	
78	134	181	
76	134	180	
74	132	178	
69	130	175	
66	127	174	
63	125	172	
65	127	174	
64	126	175	
63	125	174	
61	125	173	
60	124	172	
58	124	174	
58	124	174	
58	124	174	
58	124	174	
57	123	173	
55	121	173	
53	121	170	
52	120	169	
50	120	169	
50	120	169	
49	121	169	
46	119	164	
47	118	164	
48	116	163	
49	117	164	
52	118	166	
57	121	169	
61	123	172	
63	125	174	
70	132	181	
72	132	182	
77	133	184	
80	133	183	
82	132	181	
80	131	178	
78	131	175	
73	130	173	
75	137	178	
75	140	178	
76	141	179	
74	139	177	
74	136	175	
81	136	177	
91	142	187	
102	147	189	
123	159	195	
129	162	195	
136	166	200	
140	170	204	
142	173	204	
142	173	204	
146	173	203	
148	175	205	
149	174	204	
149	175	202	
150	174	202	
150	174	200	
153	175	199	
154	176	200	
155	177	201	
155	176	203	
153	172	204	
154	173	205	
156	175	207	
154	173	203	
152	172	199	
153	173	198	
160	178	202	
165	183	203	
171	189	209	
180	199	216	
189	206	222	
191	208	224	
194	212	226	
197	215	229	
199	215	230	
195	213	227	
188	205	221	
185	204	221	
183	202	219	
183	202	219	
184	203	218	
185	204	219	
181	203	217	
180	202	216	
179	202	218	
177	200	216	
173	195	216	
168	190	213	
162	186	210	
157	181	207	
154	177	208	
152	175	206	
153	174	205	
148	171	203	
146	169	201	
145	170	201	
145	171	204	
140	169	201	
131	164	197	
122	160	196	
107	150	185	
91	139	177	
76	129	171	
70	129	173	
66	130	176	
61	129	178	
58	128	179	
57	129	179	
52	124	172	
51	124	169	
52	123	169	
52	123	169	
51	121	170	
51	122	168	
53	121	170	
52	120	169	
54	122	171	
55	121	171	
54	120	170	
53	119	169	
52	118	168	
52	118	168	
53	116	169	
51	117	169	
48	118	169	
49	121	171	
53	125	173	
58	129	175	
61	132	178	
65	134	176	
67	134	177	
70	133	174	
80	139	179	
90	146	183	
101	150	190	
109	155	191	
110	152	190	
111	149	186	
113	149	185	
114	148	185	
140	164	192	
140	164	192	
141	165	193	
141	165	193	
141	165	193	
140	164	192	
140	164	192	
139	163	191	
135	159	187	
135	159	187	
134	158	186	
134	158	186	
135	159	187	
136	160	188	
137	161	189	
137	161	189	
139	160	187	
139	160	187	
139	160	187	
139	160	187	
139	160	187	
139	160	187	
137	161	187	
137	161	187	
136	160	186	
136	160	186	
135	161	186	
135	161	186	
136	162	187	
136	162	187	
135	163	187	
136	164	188	
134	161	188	
134	161	188	
134	161	188	
133	160	187	
133	160	189	
131	161	189	
130	160	188	
129	160	188	
131	162	191	
131	162	191	
131	162	191	
129	162	193	
128	161	192	
127	160	191	
126	159	190	
124	159	191	
117	155	191	
117	157	193	
119	157	196	
118	158	194	
118	156	195	
116	156	192	
115	153	192	
113	153	189	
108	146	185	
106	146	182	
106	144	183	
105	145	181	
106	144	183	
107	147	183	
110	148	187	
111	149	188	
116	149	190	
117	148	192	
116	149	192	
116	149	190	
115	148	189	
114	147	188	
112	147	187	
111	146	184	
111	146	184	
112	147	185	
112	150	186	
113	151	187	
114	152	188	
114	152	188	
112	152	187	
111	151	186	
109	147	183	
111	149	186	
111	149	186	
110	148	185	
107	145	184	
105	144	183	
105	144	185	
106	145	186	
107	149	191	
104	146	188	
102	143	187	
100	143	186	
100	143	188	
99	143	188	
98	142	189	
97	141	188	
95	142	186	
95	142	184	
95	144	187	
95	144	185	
95	144	187	
94	143	184	
92	143	186	
91	143	183	
90	141	184	
91	143	183	
92	145	187	
92	145	185	
91	144	186	
89	142	182	
87	140	182	
85	138	180	
85	139	185	
85	139	185	
84	138	184	
81	138	183	
78	135	180	
74	133	177	
70	128	174	
66	127	172	
68	129	174	
66	128	175	
64	126	173	
62	126	172	
61	125	171	
61	125	173	
61	125	173	
61	125	173	
63	127	175	
63	127	175	
60	126	176	
58	126	173	
57	125	172	
53	124	170	
51	122	168	
50	121	167	
49	120	166	
49	120	166	
50	118	165	
50	118	165	
53	119	167	
57	121	169	
61	123	172	
62	124	173	
64	127	178	
66	128	179	
70	127	180	
74	127	179	
75	126	179	
74	126	176	
69	125	172	
65	126	170	
67	132	174	
67	136	175	
70	139	178	
71	139	178	
74	137	178	
79	136	179	
87	140	182	
97	142	183	
119	155	191	
126	159	192	
135	165	199	
140	170	204	
142	173	204	
142	173	204	
145	172	202	
146	173	203	
148	173	203	
148	174	201	
149	173	201	
149	173	199	
152	174	198	
152	174	198	
152	174	198	
152	173	200	
151	170	200	
155	174	204	
157	177	204	
154	174	199	
153	171	195	
156	174	196	
166	184	204	
175	194	209	
190	207	223	
197	215	229	
203	219	232	
204	220	233	
205	221	234	
208	224	237	
208	224	237	
205	223	237	
196	213	229	
193	212	229	
190	209	226	
189	208	225	
188	207	222	
187	206	221	
182	204	218	
180	202	216	
178	201	217	
177	200	216	
173	195	216	
169	191	214	
162	186	210	
156	180	206	
152	175	206	
150	173	204	
149	172	203	
146	169	200	
144	167	198	
144	169	199	
144	171	201	
138	169	200	
129	164	196	
121	159	195	
106	148	186	
90	138	178	
74	128	172	
67	128	173	
65	129	177	
57	127	178	
53	124	178	
52	125	176	
50	122	172	
50	122	170	
50	122	170	
49	121	169	
49	121	171	
48	120	168	
49	119	170	
49	119	170	
51	121	172	
53	120	172	
53	120	172	
52	119	171	
51	118	170	
51	118	170	
51	117	169	
50	117	169	
46	118	168	
48	122	171	
52	126	173	
57	130	175	
60	131	177	
63	132	174	
64	131	174	
67	130	171	
79	138	178	
92	148	185	
107	156	196	
113	159	195	
113	152	191	
110	148	185	
112	148	184	
116	150	187	
140	164	192	
140	164	192	
141	165	193	
141	165	193	
141	165	193	
140	164	192	
139	163	191	
138	162	190	
135	159	187	
135	159	187	
135	159	187	
135	159	187	
136	160	188	
136	160	188	
137	161	189	
137	161	189	
139	160	189	
139	160	187	
138	159	188	
138	159	186	
138	159	188	
135	159	185	
135	159	187	
135	159	185	
135	159	187	
134	160	185	
135	161	188	
135	161	186	
135	161	188	
135	163	187	
135	162	189	
135	162	189	
133	160	187	
133	160	187	
133	160	187	
133	160	187	
132	159	188	
132	159	188	
130	160	188	
129	159	187	
131	160	190	
130	161	190	
131	162	191	
131	162	191	
131	162	193	
128	161	192	
127	160	191	
127	160	193	
123	159	193	
124	160	196	
124	160	196	
124	160	196	
124	160	196	
123	159	195	
121	157	193	
120	156	192	
114	150	186	
113	149	185	
113	149	185	
112	148	184	
112	148	184	
113	149	185	
114	150	186	
115	151	187	
117	151	189	
118	150	189	
117	151	189	
116	150	188	
116	149	190	
115	149	187	
113	148	186	
112	147	185	
111	146	184	
110	148	185	
112	150	186	
114	152	188	
115	153	189	
114	152	188	
112	152	188	
111	151	186	
109	149	184	
110	150	185	
110	150	186	
109	149	185	
106	145	184	
104	143	182	
104	143	184	
106	145	186	
106	148	190	
104	146	188	
102	143	187	
102	143	187	
103	144	190	
103	144	190	
102	142	191	
100	143	188	
98	141	184	
99	142	185	
99	144	186	
99	144	186	
100	145	187	
99	144	186	
97	144	186	
96	143	185	
96	143	185	
98	145	187	
99	148	189	
100	149	190	
100	149	190	
97	146	187	
94	143	184	
89	141	181	
91	142	187	
90	142	189	
89	141	188	
87	141	187	
84	138	184	
78	135	180	
75	131	178	
72	130	176	
72	130	176	
69	130	175	
68	129	176	
65	127	174	
64	126	173	
62	126	172	
62	126	174	
62	126	174	
66	128	177	
66	128	177	
65	129	177	
62	128	176	
61	127	175	
57	125	172	
52	123	169	
50	121	167	
52	123	169	
52	123	169	
54	122	169	
54	122	169	
55	121	169	
57	123	171	
60	124	172	
61	125	173	
61	124	175	
63	125	176	
68	125	178	
70	125	179	
72	125	179	
70	126	177	
69	127	175	
65	128	172	
62	129	172	
63	135	175	
67	139	179	
72	141	180	
76	141	181	
81	140	182	
88	141	183	
94	142	182	
113	151	187	
123	156	189	
133	163	197	
139	169	203	
141	172	203	
142	173	204	
144	171	201	
144	171	201	
147	172	202	
147	173	200	
149	173	201	
149	173	199	
151	173	197	
151	173	197	
150	172	196	
150	172	196	
152	172	199	
153	173	200	
155	175	200	
156	176	200	
162	180	202	
170	189	206	
182	201	216	
191	211	222	
203	221	233	
208	226	236	
212	229	237	
210	227	235	
209	226	234	
212	229	239	
212	229	239	
211	227	240	
203	220	236	
200	219	236	
196	215	232	
194	213	230	
192	211	226	
189	208	223	
183	205	219	
180	202	216	
175	198	214	
175	198	214	
175	197	218	
173	195	218	
167	191	215	
160	184	210	
154	177	208	
150	173	204	
147	171	199	
144	170	197	
142	168	195	
141	168	197	
140	170	198	
137	168	197	
128	163	195	
119	157	193	
104	148	185	
88	137	177	
73	127	171	
66	127	172	
63	126	177	
55	125	177	
51	122	178	
49	122	175	
50	121	173	
50	122	172	
49	121	171	
49	121	171	
49	121	171	
48	120	170	
49	119	170	
49	119	170	
51	121	172	
50	120	171	
50	120	171	
49	119	170	
51	118	170	
48	118	169	
50	117	169	
48	118	169	
43	117	166	
45	119	168	
49	123	170	
53	127	172	
56	129	174	
57	128	170	
59	126	169	
61	124	165	
73	132	172	
90	146	183	
108	157	197	
115	161	197	
113	152	191	
111	146	184	
115	149	186	
120	154	191	
138	164	191	
138	164	191	
138	164	191	
138	164	191	
138	164	191	
137	163	190	
136	162	189	
135	161	188	
134	160	187	
134	160	187	
135	161	188	
135	161	188	
136	162	189	
136	162	189	
136	162	189	
136	162	189	
135	159	187	
135	159	187	
135	158	189	
134	158	186	
134	157	188	
133	157	185	
133	156	187	
132	158	185	
134	159	189	
133	160	187	
133	160	189	
134	161	188	
134	161	190	
132	162	188	
133	163	191	
135	162	189	
133	160	187	
133	159	184	
133	159	184	
133	159	184	
131	158	185	
131	158	185	
131	158	185	
129	159	185	
128	158	186	
129	159	187	
129	158	188	
129	160	189	
129	160	189	
129	160	189	
129	160	189	
126	159	190	
126	159	192	
125	159	194	
126	160	195	
126	160	195	
125	159	194	
125	159	194	
124	158	193	
124	158	193	
119	153	188	
118	152	187	
118	152	187	
117	151	186	
117	151	186	
117	151	186	
118	152	187	
118	152	187	
119	153	190	
118	152	189	
117	151	188	
116	150	187	
115	150	188	
114	150	186	
114	150	186	
114	150	186	
110	148	185	
111	149	186	
112	150	187	
112	152	188	
112	152	188	
112	152	188	
111	150	189	
108	151	186	
109	152	186	
109	154	185	
110	153	187	
108	151	185	
105	148	183	
103	146	181	
103	145	183	
104	146	184	
108	147	188	
106	145	186	
104	143	186	
104	143	186	
105	143	188	
106	144	189	
105	143	190	
104	142	189	
102	140	185	
101	143	185	
101	143	185	
102	144	186	
102	144	186	
102	144	186	
100	143	185	
100	143	185	
101	144	186	
103	146	188	
104	149	190	
105	150	191	
104	149	190	
101	146	187	
96	144	184	
94	141	183	
96	144	190	
94	145	190	
93	144	189	
91	144	188	
88	141	185	
84	138	182	
81	135	181	
77	134	179	
76	134	180	
73	134	179	
71	132	177	
68	131	175	
67	129	176	
66	128	175	
65	129	175	
65	129	175	
67	129	176	
67	129	176	
66	130	176	
63	130	175	
61	128	173	
58	126	171	
53	124	170	
51	122	168	
53	124	170	
53	124	170	
55	123	170	
54	122	169	
55	121	169	
56	122	170	
58	122	170	
59	122	173	
58	121	174	
58	121	174	
62	122	176	
66	123	178	
67	124	179	
68	125	178	
67	127	179	
63	129	177	
56	127	171	
59	132	173	
63	137	176	
68	140	180	
76	141	181	
81	143	184	
89	144	185	
96	144	184	
112	150	186	
122	155	188	
132	162	196	
138	168	202	
141	172	203	
141	172	203	
144	171	201	
144	171	201	
146	171	201	
147	173	200	
149	173	201	
150	174	200	
152	174	198	
152	174	198	
151	173	197	
151	173	197	
152	172	197	
153	170	196	
153	171	195	
161	179	201	
174	193	210	
188	207	221	
199	217	229	
204	223	230	
211	230	237	
215	234	240	
217	234	241	
214	231	238	
212	229	236	
213	230	238	
216	230	239	
212	228	241	
208	225	241	
204	223	240	
201	220	237	
197	216	233	
194	213	228	
189	208	223	
182	204	218	
177	199	213	
170	193	209	
173	196	212	
176	198	219	
177	199	222	
172	196	220	
166	190	216	
158	181	212	
153	177	205	
147	173	198	
144	170	195	
142	168	193	
141	168	195	
139	169	197	
133	167	195	
126	161	193	
117	156	189	
102	146	183	
87	136	176	
72	126	170	
65	126	173	
63	126	179	
56	123	176	
50	119	176	
48	119	175	
51	120	175	
51	121	173	
51	121	173	
50	120	172	
50	120	172	
50	120	172	
48	119	171	
48	119	171	
49	121	171	
48	120	170	
48	120	170	
48	120	170	
49	119	170	
47	119	169	
48	118	169	
47	119	169	
44	118	167	
43	119	168	
46	123	169	
51	125	170	
53	126	171	
54	125	167	
56	123	166	
57	122	162	
73	132	172	
91	147	184	
110	159	199	
117	163	199	
114	153	192	
111	146	184	
115	149	186	
122	154	192	
137	163	190	
137	163	190	
137	163	190	
137	163	190	
136	162	189	
135	161	188	
134	160	187	
133	159	186	
134	160	187	
134	160	187	
135	161	188	
136	162	189	
137	163	190	
137	163	190	
136	162	189	
136	162	189	
135	158	189	
135	158	189	
134	157	188	
134	157	188	
133	156	187	
131	156	186	
131	156	186	
130	155	185	
132	159	188	
133	160	189	
133	160	189	
133	160	189	
132	162	190	
132	162	190	
132	162	190	
132	162	190	
133	159	186	
133	159	184	
132	158	183	
132	158	183	
131	158	185	
130	157	184	
130	157	184	
130	157	184	
125	155	183	
125	155	183	
127	156	186	
128	157	187	
127	158	187	
127	158	187	
127	158	187	
127	158	187	
128	159	190	
126	159	192	
128	158	192	
126	159	192	
128	158	192	
126	159	192	
128	158	192	
126	159	192	
125	155	189	
123	156	189	
124	154	188	
122	155	188	
123	153	187	
120	153	186	
122	152	186	
119	152	185	
120	155	187	
119	153	188	
118	152	187	
116	152	188	
115	151	187	
115	151	187	
115	151	187	
113	151	187	
111	149	186	
111	149	186	
110	150	186	
110	150	186	
110	149	188	
110	149	188	
110	149	188	
108	151	186	
109	155	188	
109	156	186	
109	155	188	
107	153	186	
104	150	184	
103	147	182	
103	147	184	
105	147	185	
108	147	188	
106	145	186	
104	143	186	
104	143	186	
107	144	189	
109	146	191	
108	144	192	
107	144	189	
105	142	186	
106	143	187	
106	143	187	
107	144	188	
106	143	187	
105	144	187	
104	143	186	
104	143	186	
105	144	187	
104	146	188	
105	147	189	
105	148	190	
105	147	189	
102	145	187	
100	143	185	
97	142	183	
98	145	189	
97	145	191	
97	145	191	
94	145	190	
92	143	188	
88	141	185	
85	137	184	
83	137	183	
80	136	183	
78	136	182	
75	136	181	
73	134	179	
70	132	179	
69	131	178	
68	132	178	
68	132	178	
68	129	176	
68	129	176	
67	129	176	
65	129	175	
61	128	173	
59	126	171	
57	125	172	
54	125	171	
53	124	170	
53	124	170	
55	123	170	
54	122	169	
55	121	169	
54	120	168	
56	120	168	
55	118	169	
53	119	171	
55	118	172	
57	118	172	
60	120	174	
63	120	175	
63	123	177	
63	124	178	
59	127	176	
53	126	171	
53	128	170	
57	132	172	
62	136	175	
71	139	178	
81	143	184	
91	146	187	
99	147	187	
114	152	188	
123	156	189	
132	162	196	
137	167	201	
139	170	201	
140	171	202	
143	170	200	
144	171	201	
146	171	201	
147	173	200	
150	174	202	
152	176	202	
155	177	201	
155	177	201	
154	176	200	
153	175	199	
156	173	199	
154	172	196	
156	174	196	
168	187	204	
185	204	219	
200	220	231	
208	227	234	
210	229	235	
216	235	239	
220	240	241	
222	240	244	
218	236	240	
215	233	237	
215	232	239	
217	232	239	
212	229	239	
210	227	243	
206	225	242	
202	221	238	
198	217	234	
194	213	228	
188	207	222	
179	201	215	
175	197	211	
168	191	207	
171	194	210	
174	196	217	
175	197	220	
171	195	219	
165	189	215	
159	182	213	
155	179	207	
149	175	200	
145	173	195	
142	170	194	
139	169	193	
138	170	195	
132	166	194	
124	159	189	
115	154	187	
100	144	181	
86	134	174	
73	125	172	
67	125	173	
64	125	179	
56	123	178	
50	119	176	
48	119	175	
51	120	175	
51	121	173	
51	121	173	
50	120	172	
50	120	172	
49	119	171	
48	119	171	
48	119	171	
48	120	170	
48	120	170	
48	120	170	
47	119	169	
47	119	169	
46	120	169	
47	119	169	
46	120	169	
